Test Case ID,Work Week,Date,Result,Run Group,Time Taken,Notes,Jira Link,Executed By
TC-GUI-174,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 2 warnings in 0.16s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_174 -q --tb=short --disable-warnings",,
TC-GUI-175,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 2 warnings in 0.17s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_175 -q --tb=short --disable-warnings",,
TC-GUI-176,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 2 warnings in 0.17s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_176 -q --tb=short --disable-warnings",,
TC-GUI-180,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 2 warnings in 0.19s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_180 -q --tb=short --disable-warnings",,
TC-GUI-181,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 2 warnings in 0.20s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_181 -q --tb=short --disable-warnings",,
TC-GUI-182,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 2 warnings in 0.20s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_182 -q --tb=short --disable-warnings",,
TC-GUI-183,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 3 warnings in 0.14s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_main_window_integration.py::TestMainWindowIntegration::test_main_window_navigation_and_shutdown -q --tb=short --disable-warnings",,
TC-GUI-184,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 7 warnings in 0.18s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_presenter_handlers.py::TestPresenterHandlers::test_base_presenter_motor_handlers -q --tb=short --disable-warnings",,
TC-GUI-185,WW26,24-06-26,BLOCKED,Real_Run_03,,"Dependency not PASS: TC-GUI-120=FAIL: Run because TC-GUI-185 depends on this test case. / .                                                                        [100%] / 1 passed, 10 warnings in 0.66s /  / QThread: Destroyed while thread 'VlaInferenceWorker' is still running
 /  / Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_120 -q --tb=short --disable-warnings; TC-GUI-123=FAIL: Run because TC-GUI-185 depends on this test case. / .                                                                        [100%] / 1 passed, 14 warnings in 0.62s /  / QThread: Destroyed while thread 'VlaInferenceWorker' is still running /  / Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_123 -q --tb=short --disable-warnings",,
TC-GUI-186,WW26,24-06-26,PASS,Real_Run_03,2s,".                                                                        [100%]
1 passed, 3 warnings in 0.18s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_presenter_handlers.py::TestPresenterHandlers::test_analytics_bridge_presenter_flow -q --tb=short --disable-warnings",,
TC-GUI-187,WW26,24-06-26,PASS,Real_Run_03,2s,"........                                                                 [100%]
8 passed, 2 warnings in 0.34s

Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_qml_components.py::TestQmlComponents::test_qml_component_compiles -q --tb=short --disable-warnings",,
TC-GUI-188,WW26,24-06-26,BLOCKED,Real_Run_03,,"Dependency not PASS: TC-GUI-101=BLOCKED: Run because TC-GUI-188 depends on this test case. / Dependency not PASS: TC-GUI-100=BLOCKED: Run because TC-GUI-101 depends on this test case. / s                                                                        
[100%] / 1 skipped, 3 warnings in 0.19s /  / Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_100 -q --tb=short --disable-warnings; TC-GUI-102=BLOCKED: Run because TC-GUI-188 depends on this test case. / Dependency not PASS: TC-GUI-100=BLOCKED: Run because TC-GUI-102 depends on this test case. / s                                                                        [100%] / 1 skipped, 3 warnings in 0.19s /  / Command: /home/latticeapp/KinNamWorkspace/automate5/.venv/bin/python -m pytest tests/test_suite_gui/testcase_tc_gui_automation.py::test_tc_gui_100 -q --tb=short --disable-warnings",,
TC-GUI-189,WW26,24-06-26,BLOCKED,Real_Run_03,,Dependency not PASS: TC-GUI-110=BLOCKED: Run because TC-GUI-189 depends on this test case. / Dependency is marked HIL/hardware environment; result may require physical hardware or configured hardware mocks. / Automation status is Not Ready.; TC-GUI-111=BLOCKED: Run because TC-GUI-189 depends on this test case. / Dependency is marked HIL/hardware environment; result may require physical hardware or configured hardware mocks. / Automation status is Not Ready.,,
